time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2023-01-01,0.3399,0.3352,0.3389,29979744.41,10111171.52,0.3387,direct,
2023-01-02,0.3548,0.312,0.3387,197084119.6,66450779.27,0.3483,direct,
2023-01-03,0.3519,0.3413,0.3483,196955382.26,67809517.83,0.3436,direct,
2023-01-04,0.3519,0.3385,0.3436,152000179.05,52760753.93,0.3476,direct,
2023-01-05,0.3484,0.3355,0.3476,108107392.54,37020428.0,0.3379,direct,
2023-01-06,0.3458,0.3313,0.3379,104278418.95,35156284.56,0.3445,direct,
2023-01-07,0.3457,0.3415,0.3445,17651628.34,6066625.49,0.3443,direct,
2023-01-08,0.3462,0.3383,0.3443,49750283.96,16941596.02,0.3447,direct,
2023-01-09,0.3572,0.3434,0.3447,237520405.15,83095392.2,0.3491,direct,
2023-01-10,0.3538,0.3433,0.3491,170001452.55,59290332.6,0.351,direct,
2023-01-11,0.3769,0.3476,0.351,191484759.29,69297899.56,0.3729,direct,
2023-01-12,0.38,0.3635,0.3729,113780748.63,42330846.11,0.3747,direct,
2023-01-13,0.3868,0.3689,0.3747,87559117.5,32896885.32,0.3861,direct,
2023-01-14,0.4085,0.3827,0.3861,97682525.67,38600557.51,0.3953,direct,
2023-01-15,0.3968,0.38,0.3953,39332951.5,15189156.72,0.3847,direct,
2023-01-16,0.4054,0.3785,0.3847,202173822.9,78624611.86,0.3861,direct,
2023-01-17,0.3983,0.3791,0.3861,129398701.35,49847675.1,0.3869,direct,
2023-01-18,0.3953,0.3686,0.3869,153063097.31,58735599.02,0.3788,direct,
2023-01-19,0.3956,0.3765,0.3788,95777812.73,36908710.19,0.3931,direct,
2023-01-20,0.4134,0.3859,0.3931,94422339.81,37252440.97,0.413,direct,
2023-01-21,0.4161,0.3986,0.413,39156806.34,16009712.21,0.4033,direct,
2023-01-22,0.4117,0.3968,0.4033,32913018.79,13269597.94,0.4007,direct,
2023-01-23,0.4326,0.3999,0.4007,171564561.52,72025464.3,0.4238,direct,
2023-01-24,0.4308,0.4039,0.4238,103839091.96,43675003.39,0.4077,direct,
2023-01-25,0.4239,0.3976,0.4077,97638131.75,39618546.65,0.4171,direct,
2023-01-26,0.4176,0.4055,0.4171,72319586.72,29772289.56,0.4093,direct,
2023-01-27,0.4132,0.3991,0.4093,50950794.61,20710257.43,0.4127,direct,
2023-01-28,0.4162,0.406,0.4127,16553168.04,6789993.69,0.408,direct,
2023-01-29,0.4171,0.4068,0.408,23584502.49,9712680.68,0.4133,direct,
2023-01-30,0.4215,0.3894,0.4133,164789215.58,66642308.21,0.3933,direct,
2023-01-31,0.4109,0.388,0.3933,148388978.39,58643301.84,0.4058,direct,
2023-02-01,0.4154,0.3967,0.4058,84952948.43,34246828.53,0.4137,direct,
2023-02-02,0.4185,0.4089,0.4137,90569763.94,37408868.48,0.4097,direct,
2023-02-03,0.4134,0.4059,0.4097,67158627.5,27504484.51,0.4118,direct,
2023-02-04,0.4201,0.4077,0.4118,22953887.94,9465437.51,0.4106,direct,
2023-02-05,0.4119,0.3952,0.4106,40969424.69,16534435.17,0.3984,direct,
2023-02-06,0.4036,0.3911,0.3984,147914304.18,58856438.09,0.3921,direct,
2023-02-07,0.4048,0.39,0.3921,99406460.29,39195881.05,0.4038,direct,
2023-02-08,0.4059,0.3938,0.4038,73085758.63,29230291.48,0.3977,direct,
2023-02-09,0.4082,0.3732,0.3977,106898490.87,42081165.22,0.3818,direct,
2023-02-10,0.3877,0.3777,0.3818,55668387.24,21323104.52,0.3822,direct,
2023-02-11,0.3876,0.38,0.3822,13621277.6,5205124.39,0.3837,direct,
2023-02-12,0.3848,0.3731,0.3837,26926861.3,10200114.59,0.3746,direct,
2023-02-13,0.3781,0.3624,0.3746,282566068.12,104361181.79,0.3707,direct,
2023-02-14,0.3839,0.3649,0.3707,202967360.45,75084172.44,0.3823,direct,
2023-02-15,0.402,0.3765,0.3823,94023765.04,36183877.2,0.4011,direct,
2023-02-16,0.4043,0.3844,0.4011,80177634.56,31940493.03,0.3848,direct,
2023-02-17,0.3998,0.3813,0.3848,72306749.61,28176346.72,0.3951,direct,
2023-02-18,0.3974,0.3915,0.3951,20806161.7,8204947.43,0.3944,direct,
2023-02-19,0.3977,0.3851,0.3944,30211951.6,11793075.71,0.3863,direct,
2023-02-20,0.4084,0.3786,0.3863,204832635.85,80650079.14,0.3983,direct,
2023-02-21,0.4021,0.3876,0.3983,139288035.03,54792287.55,0.3921,direct,
2023-02-22,0.3972,0.3831,0.3921,84872229.54,33048142.85,0.3952,direct,
2023-02-23,0.3976,0.3859,0.3952,98179559.43,38477438.95,0.3886,direct,
2023-02-24,0.3908,0.3728,0.3886,86762786.37,33207841.56,0.3785,direct,
2023-02-25,0.4022,0.3701,0.3785,25672983.93,9714990.11,0.378,direct,
2023-02-26,0.3979,0.3749,0.378,29526613.65,11175813.26,0.3933,direct,
2023-02-27,0.4512,0.3705,0.3933,222434260.86,84114838.99,0.4018,direct,
2023-02-28,0.4227,0.3715,0.4018,164490267.64,61923178.44,0.3766,direct,
2023-03-01,0.3843,0.3725,0.3766,123323709.4,46582087.15,0.3837,direct,
2023-03-02,0.3844,0.3737,0.3837,111374827.79,42066981.55,0.3773,direct,
2023-03-03,0.3803,0.3559,0.3773,115095267.16,42115243.01,0.3773,direct,
2023-03-04,0.3797,0.3686,0.3773,25730999.34,9641378.12,0.3736,direct,
2023-03-05,0.3772,0.3658,0.3736,37622969.3,13969987.15,0.3668,direct,
