time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2023-01-01,10.08,9.7,9.952,3717429.17,36647102.13,9.99,direct,
2023-01-02,11.97,9.791,9.99,6930407.48,76282642.73,11.28,direct,
2023-01-03,13.8,11.01,11.28,10274568.45,129021571.79,13.39,direct,
2023-01-04,14.22,12.82,13.39,10543054.16,142824278.08,13.44,direct,
2023-01-05,13.86,12.95,13.44,4946914.33,65885387.04,13.43,direct,
2023-01-06,13.59,12.69,13.43,5090840.98,67070233.93,13.5,direct,
2023-01-07,13.5,13.01,13.5,1903347.69,25215262.79,13.1,direct,
2023-01-08,14.87,12.85,13.1,5128425.36,69849810.79,14.45,direct,
2023-01-09,17.52,14.29,14.45,16507038.83,267958729.7,16.26,direct,
2023-01-10,16.73,15.57,16.26,7263067.41,117343825.18,16.21,direct,
2023-01-11,16.6,15.29,16.21,5770927.92,91957286.78,16.37,direct,
2023-01-12,16.97,15.59,16.37,7520429.1,122893887.95,16.6,direct,
2023-01-13,18.6,16.32,16.6,7751192.4,133083479.97,18.29,direct,
2023-01-14,24.72,18.21,18.29,19047944.18,426149505.62,24.24,direct,
2023-01-15,24.91,21.99,24.24,9730791.48,225168855.76,22.88,direct,
2023-01-16,25.0,22.27,22.88,8315802.17,195373635.91,23.58,direct,
2023-01-17,23.95,22.72,23.58,5233561.56,122316881.28,22.89,direct,
2023-01-18,23.62,20.34,22.89,9877415.06,218474162.96,20.81,direct,
2023-01-19,21.86,20.43,20.81,4845438.93,102839432.43,21.4,direct,
2023-01-20,25.81,20.93,21.4,7144165.43,164469564.96,25.54,direct,
2023-01-21,26.46,24.38,25.54,7960756.56,201065652.02,24.57,direct,
2023-01-22,25.43,23.52,24.57,5113072.36,126726909.34,24.22,direct,
2023-01-23,24.93,23.76,24.22,4270924.46,104226920.63,24.35,direct,
2023-01-24,25.21,22.41,24.35,3774704.92,91078716.14,22.77,direct,
2023-01-25,25.41,22.24,22.77,5284710.97,125431229.78,24.51,direct,
2023-01-26,25.22,23.79,24.51,3024929.42,74283958.87,24.35,direct,
2023-01-27,24.95,23.36,24.35,3618766.16,87038058.69,24.44,direct,
2023-01-28,25.19,23.74,24.44,1813018.67,44093898.41,24.01,direct,
2023-01-29,26.76,23.73,24.01,4025288.24,102498251.74,26.08,direct,
2023-01-30,26.32,23.29,26.08,4465263.73,109362775.54,23.97,direct,
2023-01-31,24.46,23.49,23.97,2511422.16,60266493.82,23.93,direct,
2023-02-01,25.2,22.51,23.93,4564231.8,108523663.73,25.0,direct,
2023-02-02,26.14,24.12,25.0,4348122.0,109357957.57,24.32,direct,
2023-02-03,25.22,24.05,24.32,2855668.52,70127686.77,24.68,direct,
2023-02-04,24.94,24.2,24.68,935122.41,23004871.92,24.36,direct,
2023-02-05,24.47,23.05,24.36,1790002.54,42459812.18,23.49,direct,
2023-02-06,23.73,22.51,23.49,1538910.85,35635388.03,22.69,direct,
2023-02-07,23.96,22.55,22.69,2381944.06,55393189.81,23.84,direct,
2023-02-08,24.2,22.81,23.84,1778403.82,41744087.1,23.22,direct,
2023-02-09,23.34,20.01,23.22,3179112.6,69661953.13,20.47,direct,
2023-02-10,21.21,19.71,20.47,2528073.07,52209262.99,20.13,direct,
2023-02-11,20.92,20.11,20.13,1019733.58,20802522.2,20.82,direct,
2023-02-12,22.43,20.63,20.82,1900438.7,40873349.6,21.51,direct,
2023-02-13,21.6,19.76,21.51,2763693.25,56902152.93,20.78,direct,
2023-02-14,22.38,20.69,20.78,3127307.48,67451898.71,21.85,direct,
2023-02-15,23.98,21.46,21.85,2839483.85,64533089.37,23.87,direct,
2023-02-16,24.15,22.21,23.87,3444216.87,80695240.37,22.26,direct,
2023-02-17,23.56,22.04,22.26,2109039.54,48246530.17,23.17,direct,
2023-02-18,23.92,22.93,23.17,1228432.23,28826528.41,23.47,direct,
2023-02-19,25.63,23.22,23.47,3095573.15,75989614.31,24.85,direct,
2023-02-20,27.11,24.13,24.85,4632944.61,120845651.18,26.26,direct,
2023-02-21,26.61,24.5,26.26,3199162.9,81340386.05,24.98,direct,
2023-02-22,25.23,23.22,24.98,3502880.85,83511817.6,24.17,direct,
2023-02-23,24.7,23.61,24.17,2043966.7,49267607.38,23.92,direct,
2023-02-24,24.14,22.49,23.92,2139995.26,49847752.08,23.08,direct,
2023-02-25,23.33,21.46,23.07,1497905.13,33529910.0,22.4,direct,
2023-02-26,23.53,22.24,22.4,1304479.62,29942794.53,23.28,direct,
2023-02-27,23.41,22.33,23.28,1973417.58,45184748.78,22.67,direct,
2023-02-28,22.77,21.8,22.67,1713390.02,38176238.55,21.88,direct,
